trial,sample,selector,rank,deficiency,full_rank
68,0,guided,256,0,1
68,1,uniform,256,0,1
68,1,stratified_beta_0,256,0,1
68,1,guided,256,0,1
69,0,uniform,256,0,1
69,0,stratified_beta_0,256,0,1
69,0,guided,256,0,1
69,1,uniform,256,0,1
69,1,stratified_beta_0,256,0,1
69,1,guided,256,0,1
70,0,uniform,256,0,1
70,0,stratified_beta_0,256,0,1
70,0,guided,256,0,1
70,1,uniform,256,0,1
70,1,stratified_beta_0,256,0,1
70,1,guided,256,0,1
71,0,uniform,256,0,1
71,0,stratified_beta_0,256,0,1
71,0,guided,256,0,1
71,1,uniform,256,0,1
71,1,stratified_beta_0,256,0,1
71,1,guided,256,0,1
72,0,uniform,256,0,1
72,0,stratified_beta_0,256,0,1
72,0,guided,256,0,1
72,1,uniform,256,0,1
72,1,stratified_beta_0,256,0,1
72,1,guided,256,0,1
73,0,uniform,256,0,1
73,0,stratified_beta_0,256,0,1
73,0,guided,256,0,1
73,1,uniform,256,0,1
73,1,stratified_beta_0,256,0,1
73,1,guided,256,0,1
74,0,uniform,256,0,1
74,0,stratified_beta_0,256,0,1
74,0,guided,256,0,1
74,1,uniform,256,0,1
74,1,stratified_beta_0,256,0,1
74,1,guided,256,0,1
75,0,uniform,256,0,1
75,0,stratified_beta_0,256,0,1
75,0,guided,256,0,1
75,1,uniform,256,0,1
75,1,stratified_beta_0,256,0,1
75,1,guided,256,0,1
76,0,uniform,256,0,1
76,0,stratified_beta_0,256,0,1
76,0,guided,256,0,1
76,1,uniform,256,0,1
76,1,stratified_beta_0,256,0,1
76,1,guided,256,0,1
77,0,uniform,256,0,1
77,0,stratified_beta_0,256,0,1
77,0,guided,256,0,1
77,1,uniform,256,0,1
77,1,stratified_beta_0,256,0,1
77,1,guided,256,0,1
78,0,uniform,256,0,1
78,0,stratified_beta_0,256,0,1
78,0,guided,256,0,1
78,1,uniform,256,0,1
78,1,stratified_beta_0,256,0,1
78,1,guided,256,0,1
79,0,uniform,256,0,1
79,0,stratified_beta_0,256,0,1
79,0,guided,256,0,1
79,1,uniform,256,0,1
79,1,stratified_beta_0,256,0,1
79,1,guided,256,0,1
80,0,uniform,256,0,1
80,0,stratified_beta_0,256,0,1
80,0,guided,256,0,1
80,1,uniform,256,0,1
80,1,stratified_beta_0,256,0,1
80,1,guided,256,0,1
81,0,uniform,256,0,1
81,0,stratified_beta_0,256,0,1
81,0,guided,256,0,1
81,1,uniform,256,0,1
81,1,stratified_beta_0,256,0,1
81,1,guided,256,0,1
82,0,uniform,256,0,1
82,0,stratified_beta_0,256,0,1
82,0,guided,256,0,1
82,1,uniform,256,0,1
82,1,stratified_beta_0,256,0,1
82,1,guided,256,0,1
83,0,uniform,256,0,1
83,0,stratified_beta_0,256,0,1
83,0,guided,256,0,1
83,1,uniform,256,0,1
83,1,stratified_beta_0,256,0,1
83,1,guided,256,0,1
84,0,uniform,256,0,1
84,0,stratified_beta_0,256,0,1
84,0,guided,256,0,1
84,1,uniform,256,0,1
84,1,stratified_beta_0,256,0,1
84,1,guided,256,0,1
85,0,uniform,256,0,1
85,0,stratified_beta_0,256,0,1
85,0,guided,256,0,1
85,1,uniform,256,0,1
85,1,stratified_beta_0,256,0,1
85,1,guided,256,0,1
86,0,uniform,256,0,1
86,0,stratified_beta_0,256,0,1
86,0,guided,256,0,1
86,1,uniform,256,0,1
86,1,stratified_beta_0,256,0,1
86,1,guided,256,0,1
87,0,uniform,256,0,1
87,0,stratified_beta_0,256,0,1
87,0,guided,256,0,1
87,1,uniform,256,0,1
87,1,stratified_beta_0,256,0,1
87,1,guided,256,0,1
88,0,uniform,256,0,1
88,0,stratified_beta_0,256,0,1
88,0,guided,256,0,1
88,1,uniform,256,0,1
88,1,stratified_beta_0,256,0,1
88,1,guided,256,0,1
89,0,uniform,256,0,1
89,0,stratified_beta_0,256,0,1
89,0,guided,256,0,1
89,1,uniform,256,0,1
89,1,stratified_beta_0,256,0,1
89,1,guided,256,0,1
90,0,uniform,256,0,1
90,0,stratified_beta_0,256,0,1
90,0,guided,256,0,1
90,1,uniform,256,0,1
90,1,stratified_beta_0,256,0,1
90,1,guided,256,0,1
91,0,uniform,256,0,1
91,0,stratified_beta_0,256,0,1
91,0,guided,256,0,1
91,1,uniform,256,0,1
91,1,stratified_beta_0,256,0,1
91,1,guided,256,0,1
92,0,uniform,256,0,1
92,0,stratified_beta_0,256,0,1
92,0,guided,256,0,1
92,1,uniform,256,0,1
92,1,stratified_beta_0,256,0,1
92,1,guided,256,0,1
93,0,uniform,256,0,1
93,0,stratified_beta_0,256,0,1
93,0,guided,256,0,1
93,1,uniform,256,0,1
93,1,stratified_beta_0,256,0,1
93,1,guided,256,0,1
94,0,uniform,256,0,1
94,0,stratified_beta_0,256,0,1
94,0,guided,256,0,1
94,1,uniform,256,0,1
94,1,stratified_beta_0,256,0,1
94,1,guided,256,0,1
95,0,uniform,256,0,1
95,0,stratified_beta_0,256,0,1
95,0,guided,256,0,1
95,1,uniform,256,0,1
95,1,stratified_beta_0,256,0,1
95,1,guided,256,0,1
96,0,uniform,256,0,1
96,0,stratified_beta_0,256,0,1
96,0,guided,256,0,1
96,1,uniform,256,0,1
96,1,stratified_beta_0,256,0,1
96,1,guided,256,0,1
97,0,uniform,256,0,1
97,0,stratified_beta_0,256,0,1
97,0,guided,256,0,1
97,1,uniform,256,0,1
97,1,stratified_beta_0,256,0,1
97,1,guided,256,0,1
98,0,uniform,256,0,1
98,0,stratified_beta_0,256,0,1
98,0,guided,256,0,1
98,1,uniform,256,0,1
98,1,stratified_beta_0,256,0,1
98,1,guided,256,0,1
99,0,uniform,256,0,1
99,0,stratified_beta_0,256,0,1
99,0,guided,256,0,1
99,1,uniform,256,0,1
99,1,stratified_beta_0,256,0,1
99,1,guided,256,0,1
100,0,uniform,256,0,1
100,0,stratified_beta_0,256,0,1
100,0,guided,256,0,1
100,1,uniform,256,0,1
100,1,stratified_beta_0,256,0,1
100,1,guided,256,0,1
101,0,uniform,256,0,1
101,0,stratified_beta_0,256,0,1
101,0,guided,256,0,1
101,1,uniform,256,0,1
101,1,stratified_beta_0,256,0,1
101,1,guided,256,0,1
102,0,uniform,256,0,1
102,0,stratified_beta_0,256,0,1
102,0,guided,256,0,1
102,1,uniform,256,0,1
102,1,stratified_beta_0,256,0,1
102,1,guided,256,0,1
103,0,uniform,256,0,1
103,0,stratified_beta_0,256,0,1
103,0,guided,256,0,1
103,1,uniform,256,0,1
103,1,stratified_beta_0,256,0,1
103,1,guided,256,0,1
104,0,uniform,256,0,1
104,0,stratified_beta_0,256,0,1
104,0,guided,256,0,1
104,1,uniform,256,0,1
104,1,stratified_beta_0,256,0,1
104,1,guided,256,0,1
105,0,uniform,256,0,1
105,0,stratified_beta_0,256,0,1
105,0,guided,256,0,1
105,1,uniform,256,0,1
105,1,stratified_beta_0,256,0,1
105,1,guided,256,0,1
106,0,uniform,256,0,1
106,0,stratified_beta_0,256,0,1
106,0,guided,256,0,1
106,1,uniform,256,0,1
106,1,stratified_beta_0,256,0,1
106,1,guided,256,0,1
107,0,uniform,255,1,0
107,0,stratified_beta_0,256,0,1
107,0,guided,256,0,1
107,1,uniform,256,0,1
107,1,stratified_beta_0,256,0,1
107,1,guided,256,0,1
108,0,uniform,256,0,1
108,0,stratified_beta_0,256,0,1
108,0,guided,256,0,1
108,1,uniform,256,0,1
108,1,stratified_beta_0,256,0,1
108,1,guided,256,0,1
109,0,uniform,256,0,1
109,0,stratified_beta_0,256,0,1
109,0,guided,256,0,1
109,1,uniform,256,0,1
109,1,stratified_beta_0,256,0,1
109,1,guided,256,0,1
110,0,uniform,256,0,1
110,0,stratified_beta_0,256,0,1
110,0,guided,256,0,1
110,1,uniform,255,1,0
110,1,stratified_beta_0,256,0,1
110,1,guided,256,0,1
111,0,uniform,256,0,1
111,0,stratified_beta_0,256,0,1
111,0,guided,256,0,1
111,1,uniform,256,0,1
111,1,stratified_beta_0,256,0,1
111,1,guided,256,0,1
112,0,uniform,256,0,1
112,0,stratified_beta_0,256,0,1
112,0,guided,256,0,1
112,1,uniform,256,0,1
112,1,stratified_beta_0,256,0,1
112,1,guided,256,0,1
113,0,uniform,256,0,1
113,0,stratified_beta_0,256,0,1
113,0,guided,256,0,1
113,1,uniform,256,0,1
113,1,stratified_beta_0,256,0,1
113,1,guided,256,0,1
114,0,uniform,256,0,1
114,0,stratified_beta_0,256,0,1
114,0,guided,256,0,1
114,1,uniform,256,0,1
114,1,stratified_beta_0,256,0,1
114,1,guided,256,0,1
115,0,uniform,256,0,1
115,0,stratified_beta_0,256,0,1
115,0,guided,256,0,1
115,1,uniform,256,0,1
115,1,stratified_beta_0,256,0,1
115,1,guided,256,0,1
116,0,uniform,256,0,1
116,0,stratified_beta_0,256,0,1
116,0,guided,256,0,1
116,1,uniform,256,0,1
116,1,stratified_beta_0,256,0,1
116,1,guided,256,0,1
117,0,uniform,256,0,1
117,0,stratified_beta_0,256,0,1
117,0,guided,256,0,1
117,1,uniform,256,0,1
117,1,stratified_beta_0,256,0,1
117,1,guided,256,0,1
118,0,uniform,256,0,1
118,0,stratified_beta_0,256,0,1
118,0,guided,256,0,1
118,1,uniform,256,0,1
118,1,stratified_beta_0,256,0,1
118,1,guided,256,0,1
119,0,uniform,256,0,1
119,0,stratified_beta_0,256,0,1
119,0,guided,256,0,1
119,1,uniform,256,0,1
119,1,stratified_beta_0,256,0,1
119,1,guided,256,0,1
120,0,uniform,256,0,1
120,0,stratified_beta_0,256,0,1
120,0,guided,256,0,1
120,1,uniform,256,0,1
120,1,stratified_beta_0,256,0,1
120,1,guided,256,0,1
121,0,uniform,256,0,1
121,0,stratified_beta_0,256,0,1
121,0,guided,256,0,1
121,1,uniform,256,0,1
121,1,stratified_beta_0,256,0,1
121,1,guided,256,0,1
122,0,uniform,256,0,1
122,0,stratified_beta_0,256,0,1
122,0,guided,256,0,1
122,1,uniform,256,0,1
122,1,stratified_beta_0,256,0,1
122,1,guided,256,0,1
123,0,uniform,256,0,1
123,0,stratified_beta_0,256,0,1
123,0,guided,256,0,1
123,1,uniform,256,0,1
123,1,stratified_beta_0,256,0,1
123,1,guided,256,0,1
124,0,uniform,256,0,1
124,0,stratified_beta_0,256,0,1
124,0,guided,256,0,1
124,1,uniform,256,0,1
124,1,stratified_beta_0,256,0,1
124,1,guided,256,0,1
125,0,uniform,256,0,1
125,0,stratified_beta_0,256,0,1
125,0,guided,256,0,1
125,1,uniform,256,0,1
125,1,stratified_beta_0,256,0,1
125,1,guided,256,0,1
126,0,uniform,256,0,1
126,0,stratified_beta_0,256,0,1
126,0,guided,256,0,1
126,1,uniform,256,0,1
126,1,stratified_beta_0,256,0,1
126,1,guided,256,0,1
127,0,uniform,256,0,1
127,0,stratified_beta_0,256,0,1
127,0,guided,256,0,1
127,1,uniform,256,0,1
127,1,stratified_beta_0,256,0,1
127,1,guided,256,0,1
128,0,uniform,256,0,1
128,0,stratified_beta_0,256,0,1
128,0,guided,256,0,1
128,1,uniform,256,0,1
128,1,stratified_beta_0,256,0,1
128,1,guided,256,0,1
129,0,uniform,256,0,1
129,0,stratified_beta_0,256,0,1
129,0,guided,256,0,1
129,1,uniform,256,0,1
129,1,stratified_beta_0,256,0,1
129,1,guided,256,0,1
130,0,uniform,256,0,1
130,0,stratified_beta_0,256,0,1
130,0,guided,256,0,1
130,1,uniform,256,0,1
130,1,stratified_beta_0,256,0,1
130,1,guided,256,0,1
131,0,uniform,256,0,1
131,0,stratified_beta_0,256,0,1
131,0,guided,256,0,1
131,1,uniform,256,0,1
131,1,stratified_beta_0,256,0,1
131,1,guided,256,0,1
132,0,uniform,256,0,1
132,0,stratified_beta_0,256,0,1
132,0,guided,256,0,1
132,1,uniform,256,0,1
132,1,stratified_beta_0,256,0,1
132,1,guided,256,0,1
133,0,uniform,256,0,1
133,0,stratified_beta_0,256,0,1
133,0,guided,256,0,1
133,1,uniform,256,0,1
133,1,stratified_beta_0,256,0,1
133,1,guided,256,0,1
134,0,uniform,256,0,1
134,0,stratified_beta_0,256,0,1
134,0,guided,256,0,1
134,1,uniform,256,0,1
134,1,stratified_beta_0,256,0,1
134,1,guided,256,0,1
135,0,uniform,256,0,1
135,0,stratified_beta_0,256,0,1
135,0,guided,256,0,1
135,1,uniform,256,0,1
135,1,stratified_beta_0,256,0,1
135,1,guided,256,0,1
136,0,uniform,256,0,1
136,0,stratified_beta_0,256,0,1
136,0,guided,256,0,1
136,1,uniform,256,0,1
136,1,stratified_beta_0,256,0,1
136,1,guided,256,0,1
137,0,uniform,256,0,1
137,0,stratified_beta_0,256,0,1
137,0,guided,256,0,1
137,1,uniform,256,0,1
137,1,stratified_beta_0,256,0,1
137,1,guided,256,0,1
138,0,uniform,256,0,1
138,0,stratified_beta_0,256,0,1
138,0,guided,256,0,1
138,1,uniform,256,0,1
138,1,stratified_beta_0,256,0,1
138,1,guided,256,0,1
139,0,uniform,256,0,1
139,0,stratified_beta_0,256,0,1
139,0,guided,256,0,1
139,1,uniform,256,0,1
139,1,stratified_beta_0,256,0,1
139,1,guided,256,0,1
140,0,uniform,256,0,1
140,0,stratified_beta_0,256,0,1
140,0,guided,256,0,1
140,1,uniform,256,0,1
140,1,stratified_beta_0,256,0,1
140,1,guided,256,0,1
141,0,uniform,256,0,1
141,0,stratified_beta_0,256,0,1
141,0,guided,256,0,1
141,1,uniform,256,0,1
141,1,stratified_beta_0,256,0,1
141,1,guided,256,0,1
142,0,uniform,256,0,1
142,0,stratified_beta_0,256,0,1
142,0,guided,256,0,1
142,1,uniform,256,0,1
142,1,stratified_beta_0,256,0,1
142,1,guided,256,0,1
143,0,uniform,256,0,1
143,0,stratified_beta_0,256,0,1
143,0,guided,256,0,1
143,1,uniform,256,0,1
143,1,stratified_beta_0,256,0,1
143,1,guided,256,0,1
144,0,uniform,256,0,1
144,0,stratified_beta_0,256,0,1
144,0,guided,256,0,1
144,1,uniform,256,0,1
144,1,stratified_beta_0,256,0,1
144,1,guided,256,0,1
145,0,uniform,256,0,1
145,0,stratified_beta_0,256,0,1
145,0,guided,256,0,1
145,1,uniform,256,0,1
145,1,stratified_beta_0,256,0,1
145,1,guided,256,0,1
146,0,uniform,256,0,1
146,0,stratified_beta_0,256,0,1
146,0,guided,256,0,1
146,1,uniform,256,0,1
146,1,stratified_beta_0,256,0,1
146,1,guided,256,0,1
147,0,uniform,256,0,1
147,0,stratified_beta_0,256,0,1
147,0,guided,256,0,1
147,1,uniform,256,0,1
147,1,stratified_beta_0,256,0,1
147,1,guided,256,0,1
148,0,uniform,256,0,1
148,0,stratified_beta_0,256,0,1
148,0,guided,256,0,1
148,1,uniform,256,0,1
148,1,stratified_beta_0,256,0,1
148,1,guided,256,0,1
149,0,uniform,256,0,1
149,0,stratified_beta_0,256,0,1
149,0,guided,256,0,1
149,1,uniform,256,0,1
149,1,stratified_beta_0,256,0,1
149,1,guided,256,0,1
150,0,uniform,256,0,1
150,0,stratified_beta_0,256,0,1
150,0,guided,256,0,1
150,1,uniform,256,0,1
150,1,stratified_beta_0,256,0,1
150,1,guided,256,0,1
151,0,uniform,256,0,1
151,0,stratified_beta_0,256,0,1
151,0,guided,256,0,1
151,1,uniform,256,0,1
